Prime Number,Time
125269,0.007502
125287,0.006156
125299,0.005294
125303,0.006667
125311,0.004969
125329,0.005048
125339,0.004647999999999999
125353,0.007872
125371,0.006011
125383,0.00489
125387,0.005018
125399,0.004633
125407,0.004829
125423,0.007746999999999999
125429,0.008142
125441,0.004761
125453,0.006026
125471,0.004598
125497,0.00704
125507,0.007774
125509,0.007591
125527,0.004515
125539,0.007754
125551,0.006528
125591,0.0071150000000000015
125597,0.008092
125617,0.004903
125621,0.007417
125627,0.005635
125639,0.006909
125641,0.006529999999999999
125651,0.004752
125659,0.00604
125669,0.004635
125683,0.005375
125687,0.006418000000000001
125693,0.006296
125707,0.005218
125711,0.004436
125717,0.007826000000000001
125731,0.005248
125737,0.005295
125743,0.005394
125753,0.005267
125777,0.0058850000000000005
125789,0.006258
125791,0.006763
125803,0.006295
125813,0.005067
125821,0.004490999999999999
125863,0.004918
125887,0.004604
125897,0.004878
125899,0.004573
125921,0.004633
125927,0.007065000000000002
125929,0.008099
125933,0.007384999999999998
125941,0.004861
125959,0.007594
125963,0.005109000000000001
126001,0.006745999999999999
126011,0.0073170000000000015
126013,0.0050100000000000006
126019,0.006143
126023,0.006486
126031,0.007444
126037,0.006653
126041,0.0053950000000000005
126047,0.005413
126067,0.005018
126079,0.005017
126097,0.004850999999999999
126107,0.008009
126127,0.006136
126131,0.007372
126143,0.005703
126151,0.005273
126173,0.004587
126199,0.004611
126211,0.005106
126223,0.004604
126227,0.004628
126229,0.007189
126233,0.007344
126241,0.007912
126257,0.005337
126271,0.007118000000000002
126307,0.006704000000000001
126311,0.007587999999999998
126317,0.005106
126323,0.0076
126337,0.005929
126341,0.005264
126349,0.005256
126359,0.00458
126397,0.00701
126421,0.005221
126433,0.007429000000000002
126443,0.007275
126457,0.00557
126461,0.005539
126473,0.005809
126481,0.006251
126487,0.005226
126491,0.005204
126493,0.005857
126499,0.005425999999999999
126517,0.007254999999999998
126541,0.007758
126547,0.004825
126551,0.005021
126583,0.004678
126601,0.0078
126611,0.006804999999999999
126613,0.008881
126631,0.005884
126641,0.004826
126653,0.005123
126683,0.004762
126691,0.005202
126703,0.004767
126713,0.007949
126719,0.005761
126733,0.004557
126739,0.007291
126743,0.005246
126751,0.006107
126757,0.005389
126761,0.00514
126781,0.008217
126823,0.005759
126827,0.007077
126839,0.004644
126851,0.008099
126857,0.00492
126859,0.004627
126913,0.005072999999999999
126923,0.004645000000000001
126943,0.004918
126949,0.004631000000000001
126961,0.00511
126967,0.0072879999999999985
126989,0.008405
127031,0.005988
127033,0.008275
127037,0.005828
127051,0.007293000000000002
127079,0.005940999999999999
127081,0.005407
127103,0.005379999999999999
127123,0.005486
127133,0.005475
127139,0.0065
127157,0.006031
127163,0.007075
127189,0.007088
127207,0.007637
127217,0.004979
127219,0.007902
127241,0.004803
127247,0.004614
127249,0.007431
127261,0.006806
127271,0.004790999999999999
127277,0.004711
127289,0.004671
127291,0.006721
127297,0.007558
127301,0.007756
127321,0.005708
127331,0.007215000000000002
127343,0.006964
127363,0.007948
127373,0.004975
127399,0.005748
127403,0.005603
127423,0.007804000000000002
127447,0.007175
127453,0.005449
127481,0.008371
127487,0.005686
127493,0.005276
127507,0.00813
127529,0.006079
127541,0.0070459999999999984
127549,0.007857
127579,0.0073599999999999985
127583,0.008045
127591,0.005734
127597,0.005724
127601,0.007996
127607,0.006421
127609,0.0073799999999999985
127637,0.006843999999999999
127643,0.0068980000000000005
127649,0.007111
127657,0.008339
127663,0.00555
127669,0.006342
127679,0.006136
127681,0.005123
127691,0.007668
127703,0.005323
127709,0.005879
127711,0.005229
127717,0.007484
127727,0.005737
127733,0.006144
127739,0.007095999999999998
127747,0.004941
127763,0.006923
127781,0.007755
127807,0.005626
127817,0.006984999999999999
127819,0.004629
127837,0.00657
127843,0.005378
127849,0.005964
127859,0.0054
127867,0.004636
127873,0.006813
127877,0.0073170000000000015
127913,0.005188
127921,0.00598
127931,0.009419
127951,0.00594
127973,0.007321999999999999
127979,0.006362
127997,0.007647
128021,0.004983
128033,0.006745
128047,0.007271
128053,0.006037
128099,0.006520000000000001
128111,0.006340999999999999
128113,0.007849
128119,0.008122
128147,0.005721
128153,0.005463
128159,0.006067
128173,0.005864
128189,0.007769
128201,0.00762
128203,0.005449
128213,0.007073
128221,0.00532
128237,0.008359
128239,0.00847
128257,0.005228
128273,0.0059700000000000005
128287,0.0055
128291,0.006502
128311,0.005102000000000001
128321,0.005167000000000001
128327,0.004656
128339,0.005046
128341,0.005221
128347,0.004669
128351,0.008145999999999999
128377,0.005129
128389,0.004744
128393,0.005147
128399,0.004685
128411,0.004676
128413,0.005062
128431,0.004715
128437,0.007821
128449,0.006186
128461,0.004762
128467,0.007773
128473,0.00534
128477,0.007731
128483,0.00586
128489,0.005561
128509,0.004671
128519,0.008173999999999999
128521,0.006189
128549,0.006077
128551,0.004917
128563,0.004829
128591,0.007993
128599,0.0084
128603,0.005943
128621,0.004671
128629,0.0077680000000000015
128657,0.004837
128659,0.005664
128663,0.004787
128669,0.004817
128677,0.007942
128683,0.0061990000000000005
128693,0.006322
128717,0.00468
128747,0.004712
128749,0.005104
128761,0.00472
128767,0.004719
128813,0.007722
128819,0.006193
128831,0.004623
128833,0.007817000000000001
128837,0.008137
128857,0.005354
128861,0.006958
128873,0.005622
128879,0.005111999999999999
128903,0.004788000000000001
128923,0.008183
128939,0.006288
128941,0.004821
128951,0.008024
128959,0.005529
128969,0.008366
128971,0.007291
128981,0.007502
128983,0.005064
128987,0.006377000000000001
128993,0.006254
129001,0.008864
129011,0.00585
129023,0.005298
129037,0.004909
129049,0.0059770000000000005
129061,0.00674
129083,0.007531
129089,0.007421
129097,0.005065
129113,0.005268999999999999
129119,0.005545
129121,0.005321
129127,0.00574
129169,0.006052
129187,0.007146
129193,0.006357
129197,0.0064670000000000005
129209,0.007427
129221,0.005232
129223,0.005251
129229,0.004775
129263,0.006032
129277,0.00784
129281,0.00656
129287,0.005335
129289,0.008216
129293,0.006294
129313,0.005196
129341,0.005622
129347,0.005635
129361,0.0055130000000000005
129379,0.004832
129401,0.009282
129403,0.006203
129419,0.005121
129439,0.004728
129443,0.005327
129449,0.004688
129457,0.008037
129461,0.00477
129469,0.004706
129491,0.007184
129497,0.005181
129499,0.0070090000000000005
129509,0.008829
129517,0.004933
129527,0.00785
129529,0.005409000000000001
129533,0.0062450000000000006
129539,0.006087
129553,0.006727
129581,0.00512
129587,0.0060490000000000006
129589,0.005549
129593,0.0054020000000000006
129607,0.006797
129629,0.005504
129631,0.005392
129641,0.006104999999999999
129643,0.005573
129671,0.006814
129707,0.006132
129719,0.013223
129733,0.007854
129737,0.00746
129749,0.006377000000000001
129757,0.006007
129763,0.006072
129769,0.006203
129793,0.005984000000000001
129803,0.005918
129841,0.006667
129853,0.006487000000000001
129887,0.006788
129893,0.006567
129901,0.006802
129917,0.00564
129919,0.005988
129937,0.005645000000000001
129953,0.005174
129959,0.006776999999999999
129967,0.006352
129971,0.006292
130003,0.005627
130021,0.005173
130027,0.005628
130043,0.0059700000000000005
130051,0.005616
130057,0.005688
130069,0.006601
130073,0.005871
130079,0.006086
130087,0.006324000000000001
130099,0.006770999999999999
130121,0.0060090000000000005
130127,0.00594
130147,0.007926
130171,0.007564
130183,0.007164
130199,0.007677
130201,0.0061270000000000005
130211,0.00665
130223,0.007705
130241,0.008351
130253,0.00889
130259,0.005787
130261,0.005522
130267,0.005827000000000001
130279,0.005465
130303,0.006187
130307,0.005339
130337,0.006847
130343,0.009221
130349,0.006201
130363,0.00589
130367,0.005719
130369,0.008896
130379,0.005927
130399,0.008533
130409,0.006061
130411,0.004815
130423,0.008342
130439,0.004683
130447,0.00481
130457,0.007024
130469,0.007826000000000001
130477,0.007137
130483,0.007659999999999998
130489,0.005236
130513,0.00625
130517,0.00503
130523,0.004757
130531,0.008505
130547,0.006051
130553,0.005009
130579,0.007939
130589,0.006455
130619,0.005265
130621,0.004734
130631,0.004759
130633,0.008020999999999999
130639,0.006203
130643,0.005645000000000001
130649,0.007691
130651,0.004732
130657,0.007455
130681,0.006071
130687,0.006337
130693,0.006082
130699,0.007502
130729,0.005195
130769,0.004731
130783,0.004764
130787,0.005256
130807,0.004802000000000001
130811,0.004808
130817,0.004876
130829,0.008768000000000001
130841,0.007204
130843,0.007541
130859,0.0051530000000000005
130873,0.005137
130927,0.006157999999999999
130957,0.005626
130969,0.006683
130973,0.006024
130981,0.00558
130987,0.007576999999999999
131009,0.00572
131011,0.008062
131023,0.00636
131041,0.004726
131059,0.007809
131063,0.00725
131071,0.006615
131101,0.007254000000000002
131111,0.004913
131113,0.007770999999999998
131129,0.007893
131143,0.006920999999999999
131149,0.006374
131171,0.004871
131203,0.004961
131213,0.008078
131221,0.006146
131231,0.006647
131249,0.004795000000000001
131251,0.004755
131267,0.0050100000000000006
131293,0.005174
131297,0.00481
131303,0.005099
131311,0.004839
131317,0.005197
131321,0.004808
131357,0.004818
131363,0.005079
131371,0.008112000000000001
131381,0.006741
131413,0.005637
131431,0.007441
131437,0.007798999999999999
131441,0.007728
131447,0.006322
131449,0.006553
131477,0.00565
131479,0.006640000000000001
131489,0.005504
131497,0.005479
131501,0.007504999999999999
131507,0.0051530000000000005
131519,0.007613
131543,0.005217
131561,0.004788000000000001
131581,0.004823
131591,0.004785
131611,0.004824
131617,0.004819
131627,0.005058
131639,0.004889
131641,0.008553
131671,0.005548
131687,0.004992
131701,0.007334
131707,0.005296
131711,0.004993
131713,0.008045
131731,0.005691
131743,0.007401
131749,0.008167
131759,0.006188
131771,0.007946
131777,0.00506
131779,0.005279
131783,0.004877
131797,0.004877
131837,0.008153
131839,0.006326
131849,0.005509
131861,0.006183
131891,0.00924
131893,0.006957
131899,0.006453
131909,0.007887
131927,0.007695
131933,0.007737000000000002
131939,0.00541
131941,0.005397
131947,0.008281
131959,0.006279
131969,0.005564
132001,0.005819
132019,0.008264
132047,0.005413
132049,0.005346
132059,0.005635
132071,0.007312000000000002
132103,0.0071049999999999985
132109,0.006987999999999999
132113,0.007107
132137,0.006319
132151,0.005229
132157,0.007973000000000001
132169,0.008570999999999999
132173,0.005449
132199,0.007183
132229,0.008069
132233,0.005076
132241,0.006611
132247,0.008140999999999999
132257,0.008272
132263,0.005672
132283,0.008333
132287,0.007075
132299,0.005598
132313,0.004986
132329,0.005178
132331,0.004866
132347,0.005041
132361,0.006952
132367,0.008042
132371,0.005686999999999999
132383,0.007873
132403,0.006143
132409,0.005465
132421,0.006675
132437,0.00554
132439,0.0049310000000000005
132469,0.007918000000000001
132491,0.00772
132499,0.005204
132511,0.010488
132523,0.008121
132527,0.008598
132529,0.006587000000000001
132533,0.007858
132541,0.007743000000000002
132547,0.008883
132589,0.005681
132607,0.006543000000000001
132611,0.008046
132619,0.006663
132623,0.005932
132631,0.007633
132637,0.005721
132647,0.007294
132661,0.008234
132667,0.007889
132679,0.005323
132689,0.005425999999999999
132697,0.008347
132701,0.006027
132707,0.00913
132709,0.005640999999999999
132721,0.005857
132739,0.008704
132749,0.006119
132751,0.007773
132757,0.005207
132761,0.006184
132763,0.005741
132817,0.005411
132833,0.007969
132851,0.005074
132857,0.0048270000000000006
132859,0.008343999999999999
132863,0.005195
132887,0.005092
132893,0.007145
132911,0.008544
132929,0.004959000000000001
132947,0.007998
132949,0.005461
132953,0.004834000000000001
132961,0.005312
132967,0.007842
132971,0.009385
132989,0.005237
133013,0.006668
133033,0.0059700000000000005
133039,0.005823
133051,0.006517
133069,0.005208
133073,0.005505
133087,0.005586
133097,0.005034
133103,0.007356
133109,0.005891
133117,0.005449
133121,0.004804
133153,0.004857
133157,0.005251
133169,0.004963
133183,0.004871
133187,0.008191
133201,0.005966
133213,0.005536999999999999
133241,0.004933
133253,0.00489
133261,0.006309
133271,0.007023000000000001
133277,0.008307
133279,0.005381
133283,0.006426
133303,0.008095999999999999
133319,0.005072999999999999
133321,0.008157
133327,0.005946
133337,0.008348000000000001
133349,0.004972
133351,0.004884
133379,0.005013
133387,0.005425
133391,0.004961
133403,0.0073209999999999985
133417,0.005558
133439,0.005572
133447,0.005345
133451,0.005504
133481,0.005351
133493,0.00545
133499,0.008365000000000001
133519,0.007305
133541,0.008020999999999999
133543,0.009462
133559,0.008175
133571,0.009037
133583,0.005275
133597,0.005686999999999999
133631,0.006881999999999999
133633,0.006817
133649,0.005273
133657,0.004884
133669,0.004852
133673,0.008152
133691,0.005946
133697,0.004811
133709,0.004884
133711,0.004935
133717,0.007234999999999998
133723,0.008412000000000001
133733,0.005716
133769,0.007199
133781,0.005385
133801,0.004872
133811,0.004848
133813,0.007373999999999999
133831,0.007865
133843,0.005109000000000001
133853,0.004939
133873,0.004903
133877,0.008212
133919,0.0064730000000000005
133949,0.004834000000000001
133963,0.008709
133967,0.005423
133979,0.008099
133981,0.007795999999999998
133993,0.00838
133999,0.004909
134033,0.0049310000000000005
134039,0.00493
134047,0.007069
134053,0.008594
134059,0.008125
134077,0.005103
134081,0.006398
134087,0.008161
134089,0.008092
134093,0.005355
134129,0.0068980000000000005
134153,0.008232999999999999
134161,0.006481000000000001
134171,0.005345
134177,0.006743000000000001
134191,0.00824
134207,0.006007
134213,0.007809
134219,0.00706
134227,0.007033
134243,0.005711
134257,0.007547
134263,0.006076
134269,0.005045
134287,0.005108
134291,0.006406
134293,0.008740000000000001
134327,0.008076
134333,0.006224
134339,0.006348
134341,0.006679000000000001
134353,0.00524
134359,0.004926
134363,0.004905
134369,0.0068980000000000005
134371,0.007612000000000002
134399,0.008140000000000001
134401,0.008461
134417,0.005854
134437,0.0074189999999999985
134443,0.005178
134471,0.004909
134489,0.006645
134503,0.005628
134507,0.006228
134513,0.006517
134581,0.0054670000000000005
134587,0.00481
134591,0.004906000000000001
134593,0.008117000000000001
134597,0.006372999999999999
134609,0.007731999999999998
134639,0.005056000000000001
134669,0.008298
134677,0.005986
134681,0.005006
134683,0.007923000000000001
134699,0.005571
134707,0.005998
134731,0.00593
134741,0.00588
134753,0.005749
134777,0.005978
134789,0.005011
134807,0.009234
134837,0.005943
134839,0.0075689999999999985
134851,0.005131
134857,0.005178
134867,0.008025
134873,0.005346
134887,0.006167
134909,0.008626
134917,0.008069
134921,0.0050880000000000005
134923,0.006806
134947,0.005633
134951,0.006342
134989,0.005386
134999,0.006331
135007,0.008853
135017,0.007608
135019,0.005456
135029,0.00544
135043,0.0053560000000000005
135049,0.005405
135059,0.004986
135077,0.0062770000000000005
135089,0.008135
135101,0.006394
135119,0.004979
135131,0.004946
135151,0.004987
135173,0.008281
135181,0.006667
135193,0.006770999999999999
135197,0.007023000000000001
135209,0.007112
135211,0.006819
135221,0.007691
135241,0.0088
135257,0.008711
135271,0.006336
135277,0.00517
135281,0.007628
135283,0.008995
135301,0.006409999999999999
135319,0.004972
135329,0.005555
135347,0.00495
135349,0.007362
135353,0.005458
135367,0.007126
135389,0.008826
135391,0.006331
135403,0.004935
135409,0.005405
135427,0.004932
135431,0.005201
135433,0.004954999999999999
135449,0.008422
135461,0.006319
135463,0.006213000000000001
135467,0.007742
135469,0.005682
135479,0.006737999999999999
135497,0.008957
135511,0.005138
135533,0.00875
135559,0.007983
135571,0.006427
135581,0.005022
135589,0.004996
135593,0.004944
135599,0.007245999999999998
135601,0.008498
135607,0.006601
135613,0.00899
135617,0.006157
135623,0.004912
135637,0.00705
135647,0.006666
135649,0.007715
135661,0.007703
135671,0.005496
135697,0.004968
135701,0.004978
135719,0.008459
135721,0.006516
135727,0.006265
135731,0.005437
135743,0.005064
135757,0.005162
135781,0.007539
135787,0.008826
135799,0.008734
135829,0.00585
135841,0.00574
135851,0.005564
135859,0.0067480000000000005
135887,0.007698999999999998
135893,0.008181
135899,0.005723
135911,0.008686
135913,0.006282
135929,0.005028
135937,0.005028
135977,0.007142
135979,0.008401
136013,0.006442
136027,0.005399
136033,0.006334
136043,0.008541
136057,0.005446
136067,0.008158
136069,0.005136
136093,0.007804000000000002
136099,0.005361
136111,0.004941
136133,0.004961999999999999
136139,0.005181
136163,0.004999
136177,0.008354
136189,0.005258
136193,0.004942
136207,0.005519
136217,0.004963
136223,0.006823
136237,0.005733
136247,0.006529999999999999
136261,0.005364
136273,0.004979
136277,0.005295
136303,0.005087
136309,0.008667
136319,0.006566
136327,0.006051
136333,0.007964
136337,0.005472
136343,0.006435
136351,0.008253
136361,0.008294
136373,0.005531
136379,0.004953
136393,0.004972
136397,0.007638
136399,0.007785999999999999
136403,0.005191
136417,0.008454000000000001
136421,0.004985
136429,0.007816
136447,0.005868
136453,0.00499
136463,0.008337
136471,0.006113
136481,0.005205
136483,0.005403
136501,0.005081
136511,0.009987
136519,0.006418999999999999
136523,0.005571
136531,0.007536
136537,0.007715
136541,0.005162
136547,0.005025
136559,0.008465
136573,0.0060880000000000005
136601,0.005302
136603,0.00823
136607,0.006418999999999999
136621,0.005945000000000001
136649,0.007426
136651,0.008757
136657,0.005024
136691,0.005543
136693,0.005034
136709,0.005266
136711,0.005
136727,0.005037
136733,0.005047
136739,0.0049770000000000005
136751,0.008718
136753,0.005316
136769,0.005158
136777,0.007533
136811,0.008111
136813,0.00513
136841,0.00503
136849,0.005002
136859,0.007018000000000001
136861,0.008319
136879,0.008309
136883,0.006097
136889,0.008214
136897,0.006345
136943,0.0075200000000000015
136949,0.005005
136951,0.005215999999999999
136963,0.004988
136973,0.00499
136979,0.00842
136987,0.005353
136991,0.008404
136993,0.005038
136999,0.007252
137029,0.005855
137077,0.006924
137087,0.006887000000000001
137089,0.005716
137117,0.00639
137119,0.005683
137131,0.0067540000000000005
137143,0.004966
137147,0.006048
137153,0.005000999999999999
137177,0.005005
137183,0.005044
137191,0.005058
137197,0.0065450000000000005
137201,0.008383
137209,0.005246
137219,0.008391
137239,0.006490999999999999
137251,0.005839
137273,0.006107
137279,0.008059
137303,0.005403
137321,0.005398
137339,0.006309
137341,0.006287
137353,0.005502
137359,0.006157999999999999
137363,0.0058850000000000005
137369,0.006118
137383,0.008042
137387,0.00556
137393,0.007778
137399,0.006168
137413,0.005796
137437,0.006559000000000001
137443,0.006041
137447,0.006082
137453,0.005721
137477,0.005986
137483,0.005413
137491,0.006092
137507,0.005865
137519,0.0059770000000000005
137537,0.005646
137567,0.006303
137573,0.005847
137587,0.005908
137593,0.006102000000000001
137597,0.005575
137623,0.005752
137633,0.00604
137639,0.005971
137653,0.0069
137659,0.005974
137699,0.006217
137707,0.00615
137713,0.005823
137723,0.006770999999999999
137737,0.0055130000000000005
137743,0.005519
137771,0.006222999999999999
137777,0.006214
137791,0.006052
137803,0.0064930000000000005
137827,0.005841
137831,0.006056000000000001
137849,0.006228
137867,0.005872
137869,0.007176
137873,0.006664
137909,0.005411
137911,0.5172800000000001
137927,0.009288
137933,0.00689
137941,0.005
137947,0.005455
137957,0.004996
137983,0.005034
137993,0.007701
137999,0.008577
138007,0.006544
138041,0.005606
138053,0.005417
138059,0.005074
138071,0.00551
138077,0.0073
138079,0.00834
138101,0.005503
138107,0.005005
138113,0.008757
138139,0.005355
138143,0.005118999999999999
138157,0.007974
138163,0.006403
138179,0.005144
138181,0.006861
138191,0.006343
138197,0.008121
138209,0.008137
138239,0.005403
138241,0.005589
138247,0.00508
138251,0.005192
138283,0.008409999999999999
138289,0.006201
138311,0.005827000000000001
138319,0.006706
138323,0.00657
138337,0.006573000000000001
138349,0.007108
138371,0.009231
138373,0.005032
138389,0.005039
138401,0.005043
138403,0.005074
138407,0.005055
138427,0.00545
138433,0.005037
138449,0.005131
138451,0.008225
138461,0.006509999999999999
138469,0.008248
138493,0.004995
138497,0.007461
138511,0.006355
138517,0.005520000000000001
138547,0.0050880000000000005
138559,0.006172
138563,0.007967
138569,0.005247
138571,0.005128
138577,0.005229
138581,0.006165
138587,0.005881
138599,0.008478
138617,0.006275
138629,0.006327
138637,0.008976000000000001
138641,0.008419
138647,0.005394
138661,0.008502
138679,0.008685
138683,0.006115
138727,0.007449
138731,0.007720999999999999
138739,0.005767
138763,0.005872
138793,0.006053
138797,0.008197
138799,0.009648
138821,0.006973
138829,0.005864
138841,0.007444
138863,0.008398000000000001
138869,0.006609
138883,0.0053950000000000005
138889,0.005347
138893,0.005083
138899,0.006412999999999999
138917,0.008342
138923,0.005254
138937,0.006603
138959,0.005111999999999999
138967,0.008319
138977,0.005327
139021,0.007795000000000002
139033,0.007387
139067,0.005627
139079,0.007681
139091,0.008171
139109,0.006553
139121,0.0055
139123,0.005678
139133,0.005147
139169,0.005116
139177,0.005214
139187,0.005192
139199,0.0073209999999999985
139201,0.008366
139241,0.005758
139267,0.007024
139273,0.007271
139291,0.008241
139297,0.008022
139301,0.0060030000000000005
139303,0.008045
139309,0.006528
139313,0.007778
139333,0.008582
139339,0.005187
139343,0.00785
139361,0.005394
139367,0.008361
139369,0.006119
139387,0.005084
139393,0.005072999999999999
139397,0.008516
139409,0.006103
139423,0.005372
139429,0.005183
139439,0.005355
139457,0.008262
139459,0.005183
139483,0.008253
139487,0.005536
139493,0.005370000000000001
139501,0.005255
139511,0.005344
139537,0.005208
139547,0.005248
139571,0.005291
139589,0.005194
139591,0.005267
139597,0.007340999999999999
139609,0.005536
139619,0.007137
139627,0.007943
139661,0.007711
139663,0.008232999999999999
139681,0.0081
139697,0.005358
139703,0.008315000000000001
139709,0.00648
139721,0.005174
139729,0.006887000000000001
139739,0.005019
139747,0.005082
139753,0.005191
139759,0.008204000000000001
139787,0.007223
139801,0.007824
139813,0.005157
139831,0.005179
139837,0.005118
139861,0.005121
139871,0.007640000000000002
139883,0.007183
139891,0.006895999999999999
139901,0.007101000000000001
139907,0.008237999999999999
139921,0.005879
139939,0.005797999999999999
139943,0.005645000000000001
139967,0.006891
139969,0.006456999999999999
139981,0.005827000000000001
139987,0.007014
139991,0.008409999999999999
139999,0.005454
140009,0.007364
140053,0.008906
140057,0.006474
140069,0.005751
140071,0.007798
140111,0.006326
140123,0.00851
140143,0.00703
140159,0.008409999999999999
140167,0.005445
140171,0.008065000000000001
140177,0.005769
140191,0.005161
140197,0.009137
140207,0.007164
140221,0.005122
140227,0.006541
140237,0.005239
140249,0.005528
140263,0.008173
140269,0.006781999999999999
140281,0.0057020000000000005
140297,0.008546999999999999
140317,0.007279000000000002
140321,0.00785
140333,0.005171
140339,0.00685
140351,0.006034
140363,0.009533
140381,0.006204
140401,0.005684000000000001
140407,0.005875
140411,0.007259999999999998
140417,0.008745000000000001
140419,0.005488
140423,0.005191
140443,0.005145
140449,0.006816
140453,0.008718
140473,0.006251
140477,0.006987
140521,0.007001
140527,0.00545
140533,0.00777
140549,0.009182
140551,0.006355
140557,0.009086
140587,0.006301
140593,0.007504
140603,0.008722
140611,0.0069370000000000005
140617,0.005711
140627,0.008456
140629,0.006581
140639,0.005155
140659,0.005152
140663,0.007529000000000002
140677,0.00804
140681,0.005303
140683,0.005201
140689,0.008401
140717,0.005621
140729,0.008355
140731,0.006345
140741,0.00727
140759,0.0051270000000000005
140761,0.005457
140773,0.005117
140779,0.0055780000000000005
140797,0.005145
140813,0.005361
140827,0.005086
140831,0.007962
140837,0.005564
140839,0.008342
140863,0.009095
140867,0.008154
140869,0.006875
140891,0.008245
140893,0.00655
140897,0.005142
140909,0.0051270000000000005
140929,0.005124
140939,0.007411
140977,0.00818
140983,0.00534
140989,0.005156
141023,0.005436
141041,0.005106
141061,0.005146
141067,0.007444
141073,0.0076019999999999985
141079,0.007328
141101,0.008052
141107,0.0070459999999999984
141121,0.008541
141131,0.006784
141157,0.009024
141161,0.007909000000000001
141179,0.0053
141181,0.008388
141199,0.006768000000000001
141209,0.005952000000000001
141221,0.007197
141223,0.007259999999999998
141233,0.008858
141241,0.005435
141257,0.008846
141263,0.005505
141269,0.005279
141277,0.007084999999999998
141283,0.006083
141301,0.006608
141307,0.005671
141311,0.006959
141319,0.005896
141353,0.00648
141359,0.006540000000000001
141371,0.007669
141397,0.005527000000000001
141403,0.00595
141413,0.0053560000000000005
141439,0.00834
141443,0.007711
141461,0.006519
141481,0.006555
141497,0.006505
141499,0.005457
141509,0.005777
141511,0.005313
141529,0.005779
141539,0.005306
141551,0.008797
141587,0.008232999999999999
141601,0.005215
141613,0.008043000000000002
141619,0.005548
141623,0.0056240000000000005
141629,0.007442
141637,0.0086
141649,0.00542
141653,0.008659
141667,0.005156
141671,0.00514
141677,0.005259000000000001
141679,0.008342
141689,0.005386999999999999
141697,0.00579
141707,0.00528
141709,0.006513
141719,0.008990999999999999
141731,0.006324000000000001
141761,0.005205
141767,0.006237
141769,0.008463
141773,0.007079
141793,0.008856999999999999
141803,0.00602
141811,0.007039
141829,0.007431
141833,0.006498
141851,0.00559
141853,0.005490999999999999
141863,0.006993999999999999
141871,0.005495
141907,0.005405
141917,0.006465
141931,0.005603
141937,0.0056170000000000005
141941,0.008915000000000001
141959,0.007297
141961,0.006231
141971,0.0058200000000000005
141991,0.005132
142007,0.00894
142019,0.005455
142031,0.005401
142039,0.008006999999999998
142049,0.006804999999999999
142057,0.006997
142061,0.008795
142067,0.005179
142097,0.005146
142099,0.007109999999999998
142111,0.005536999999999999
142123,0.007670999999999998
142151,0.008478
142157,0.005938000000000001
142159,0.005253
142169,0.007956999999999999
142183,0.006587000000000001
142189,0.005307
142193,0.008294
142211,0.006513
142217,0.005607
142223,0.0068260000000000005
142231,0.008246999999999999
142237,0.007537999999999999
142271,0.007689
142297,0.005388
142319,0.005597
142327,0.005201
142357,0.006076
142369,0.006058
142381,0.007974
142391,0.006735
142403,0.006966
142421,0.009087
142427,0.00647
142433,0.006848999999999999
142453,0.005553
142469,0.008667
142501,0.008577
142529,0.005432
142537,0.005738
142543,0.005285
142547,0.008671
142553,0.007406
142559,0.006684999999999999
142567,0.005166
142573,0.00707
142589,0.006823999999999999
142591,0.005175
142601,0.005189
142607,0.008869
142609,0.005109000000000001
142619,0.00521
142657,0.008037
142673,0.006492
142697,0.006836
142699,0.008024
142711,0.007666
142733,0.008490000000000001
142757,0.0075299999999999985
142759,0.0075819999999999985
142771,0.005409000000000001
142787,0.008748
142789,0.005311
142799,0.005203
142811,0.005175
142837,0.005668
142841,0.005255
142867,0.00554
142871,0.005256
142873,0.006934
142897,0.005958
142903,0.005322
142907,0.009196
142939,0.005249
142949,0.008648000000000001
142963,0.0064730000000000005
142969,0.006595999999999999
142973,0.006449
142979,0.008905
142981,0.006783
142993,0.005921
143053,0.005971
143063,0.006456
143093,0.006154
143107,0.005985
143111,0.005972
143113,0.005855
143137,0.007033
143141,0.006214
143159,0.005287
143177,0.008567
143197,0.006887000000000001
143239,0.005981
143243,0.008184
143249,0.005733
143257,0.005232
143261,0.006701
143263,0.009335
143281,0.006355
143287,0.008801
143291,0.005534000000000001
143329,0.005205
143333,0.005483
143357,0.005248
143387,0.008334000000000001
143401,0.00548
143413,0.005224
143419,0.0055520000000000005
143443,0.005283
143461,0.007218
143467,0.009355
143477,0.008388
143483,0.00536
143489,0.005352
143501,0.005268999999999999
143503,0.005224
143509,0.00539
143513,0.0053560000000000005
143519,0.008811
143527,0.005569
143537,0.005738
143551,0.009112
143567,0.006179
143569,0.006763
143573,0.007887
143593,0.005462
143609,0.0075299999999999985
143617,0.009472
143629,0.006548999999999999
143651,0.005229999999999999
143653,0.00804
143669,0.006833
143677,0.005868
143687,0.005257
143699,0.008037
143711,0.00547
143719,0.008782
143729,0.005321
143743,0.008477
143779,0.0064730000000000005
143791,0.00527
143797,0.005246
143807,0.005301
143813,0.008497
143821,0.006708
143827,0.006620999999999999
143831,0.007333
143833,0.005833
143873,0.005347
143879,0.005757
143881,0.005279
143909,0.007140000000000001
143947,0.008612999999999999
143953,0.008584
143971,0.0068390000000000005
143977,0.008789
143981,0.006441
143999,0.008032
144013,0.005765999999999999
144031,0.008886
144037,0.006689
144061,0.008437
