Prime Number,Time
13513,0.0008320000000000001
13523,0.000957
13537,0.001011
13553,0.0008539999999999999
13567,0.001143
13577,0.00118
13591,0.001137
13597,0.000775
13613,0.000768
13619,0.00082
13627,0.000958
13633,0.000785
13649,0.0010279999999999998
13669,0.000947
13679,0.001022
13681,0.000934
13687,0.000954
13691,0.001145
13693,0.001176
13697,0.00094
13709,0.000875
13711,0.00088
13721,0.001022
13723,0.0008300000000000001
13729,0.000723
13751,0.0008039999999999999
13757,0.0006349999999999999
13759,0.001243
13763,0.001189
13781,0.001203
13789,0.001225
13799,0.00078
13807,0.000892
13829,0.000849
13831,0.000961
13841,0.000653
13859,0.0006730000000000001
13873,0.000813
13877,0.000769
13879,0.00135
13883,0.000991
13901,0.0008
13903,0.000944
13907,0.000955
13913,0.000958
13921,0.00097
13931,0.000962
13933,0.000908
13963,0.000779
13967,0.000906
13997,0.000908
13999,0.0007769999999999999
14009,0.000891
14011,0.000869
14029,0.001782
14033,0.000643
14051,0.000653
14057,0.000975
14071,0.000793
14081,0.000672
14083,0.0008
14087,0.000826
14107,0.000811
14143,0.000816
14149,0.001014
14153,0.001007
14159,0.000989
14173,0.000977
14177,0.001188
14197,0.000993
14207,0.0008609999999999999
14221,0.000938
14243,0.000936
14249,0.000817
14251,0.000822
14281,0.000813
14293,0.000813
14303,0.001045
14321,0.000798
14323,0.000994
14327,0.00084
14341,0.000713
14347,0.000772
14369,0.000822
14387,0.0008269999999999999
14389,0.0008119999999999999
14401,0.000813
14407,0.00099
14411,0.000965
14419,0.0008150000000000001
14423,0.000776
14431,0.000665
14437,0.0008300000000000001
14447,0.000814
14449,0.0008029999999999999
14461,0.000819
14479,0.000814
14489,0.0008150000000000001
14503,0.000937
14519,0.00098
14533,0.000736
14537,0.000719
14543,0.000713
14549,0.000719
14551,0.000798
14557,0.0008550000000000001
14561,0.000732
14563,0.000714
14591,0.0008710000000000001
14593,0.0008349999999999999
14621,0.000817
14627,0.000722
14629,0.000724
14633,0.000728
14639,0.000722
14653,0.000733
14657,0.000725
14669,0.000719
14683,0.000713
14699,0.000718
14713,0.000719
14717,0.0008380000000000001
14723,0.0011220000000000002
14731,0.000917
14737,0.0008359999999999999
14741,0.0008380000000000001
14747,0.000837
14753,0.0008320000000000001
14759,0.0008269999999999999
14767,0.0008960000000000002
14771,0.000833
14779,0.001314
14783,0.000696
14797,0.0008380000000000001
14813,0.000837
14821,0.000914
14827,0.000884
14831,0.000732
14843,0.000733
14851,0.0007440000000000001
14867,0.000719
14869,0.000729
14879,0.000789
14887,0.00062
14891,0.000949
14897,0.000698
14923,0.001205
14929,0.000993
14939,0.001018
14947,0.001023
14951,0.000909
14957,0.000967
14969,0.000839
14983,0.0008089999999999999
15013,0.000863
15017,0.000863
15031,0.000869
15053,0.000799
15061,0.000872
15073,0.0008560000000000001
15077,0.0008460000000000001
15083,0.000728
15091,0.000711
15101,0.000602
15107,0.000767
15121,0.001126
15131,0.00116
15137,0.0007509999999999999
15139,0.0007379999999999999
15149,0.000902
15161,0.000799
15173,0.000704
15187,0.0008150000000000001
15193,0.000807
15199,0.000753
15217,0.000606
15227,0.000695
15233,0.000886
15241,0.001001
15259,0.000955
15263,0.0008380000000000001
15269,0.000875
15271,0.000898
15277,0.000867
15287,0.0008730000000000001
15289,0.000868
15299,0.000859
15307,0.00086
15313,0.000863
15319,0.000859
15329,0.000795
15331,0.000717
15349,0.00099
15359,0.0007639999999999999
15361,0.0007610000000000001
15373,0.0007599999999999999
15377,0.000766
15383,0.00088
15391,0.000886
15401,0.0008789999999999999
15413,0.0008789999999999999
15427,0.000931
15439,0.000878
15443,0.0007480000000000001
15451,0.000704
15461,0.0008210000000000001
15467,0.0008849999999999998
15473,0.000828
15493,0.000773
15497,0.000767
15511,0.0008
15527,0.000801
15541,0.000915
15551,0.001041
15559,0.000779
15569,0.000769
15581,0.000772
15583,0.0007740000000000001
15601,0.0007700000000000001
15607,0.000785
15619,0.0007769999999999999
15629,0.0007650000000000001
15641,0.000913
15643,0.000787
15647,0.000782
15649,0.001066
15661,0.000954
15667,0.0007830000000000001
15671,0.000785
15679,0.00078
15683,0.0007830000000000001
15727,0.00078
15731,0.000775
15733,0.0007769999999999999
15737,0.001369
15739,0.000822
15749,0.0008029999999999999
15761,0.000787
15767,0.000789
15773,0.000786
15787,0.00079
15791,0.000775
15797,0.00078
15803,0.0007830000000000001
15809,0.000792
15817,0.001176
15823,0.000893
15859,0.000912
15877,0.000906
15881,0.000908
15887,0.000908
15889,0.000908
15901,0.000907
15907,0.000975
15913,0.000816
15919,0.001214
15923,0.004516
15937,0.001414
15959,0.001615
15971,0.002981
15973,0.000711
15991,0.002611
16001,0.002253
16007,0.001936
16033,0.001259
16057,0.001785
16061,0.001086
16063,0.000909
16067,0.001105
16069,0.000902
16073,0.000976
16087,0.000938
16091,0.001049
16097,0.000934
16103,0.000788
16111,0.000799
16127,0.000799
16139,0.000799
16141,0.000796
16183,0.000788
16187,0.000788
16189,0.000839
16193,0.0008039999999999999
16217,0.002179
16223,0.0008
16229,0.001279
16231,0.000961
16249,0.0008039999999999999
16253,0.0008029999999999999
16267,0.000802
16273,0.001193
16301,0.000928
16319,0.000807
16333,0.000814
16339,0.000805
16349,0.000807
16361,0.0008119999999999999
16363,0.000805
16369,0.00081
16381,0.00084
16411,0.0008119999999999999
16417,0.001268
16421,0.004232
16427,0.006749
16433,0.004512
16447,0.001
16451,0.0008349999999999999
16453,0.000799
16477,0.000817
16481,0.0008699999999999999
16487,0.00095
16493,0.002113
16519,0.0008210000000000001
16529,0.0008179999999999999
16547,0.00082
16553,0.00082
16561,0.000813
16567,0.000822
16573,0.0008060000000000001
16603,0.000822
16607,0.001948
16619,0.000726
16631,0.000719
16633,0.000665
16649,0.000663
16651,0.00081
16657,0.0008289999999999999
16661,0.000828
16673,0.000824
16691,0.001012
16693,0.001044
16699,0.001
16703,0.001234
16729,0.001111
16741,0.000817
16747,0.000663
16759,0.000663
16763,0.000789
16787,0.0008380000000000001
16811,0.0008470000000000001
16823,0.0008349999999999999
16829,0.000837
16831,0.000822
16843,0.000981
16871,0.000955
16879,0.000851
16883,0.0008359999999999999
16889,0.0008539999999999999
16901,0.000843
16903,0.000843
16921,0.00084
16927,0.000839
16931,0.0008320000000000001
16937,0.000834
16943,0.000869
16963,0.001275
16979,0.000913
16981,0.000768
16987,0.000699
16993,0.000877
17011,0.00115
17021,0.000767
17027,0.0006730000000000001
17029,0.000701
17033,0.0008730000000000001
17041,0.0007570000000000001
17047,0.000713
17053,0.000781
17077,0.001168
17093,0.001155
17099,0.0008439999999999999
17107,0.001008
17117,0.00084
17123,0.0008410000000000001
17137,0.00091
17159,0.00117
17167,0.00086
17183,0.000726
17189,0.001069
17191,0.001077
17203,0.001016
17207,0.001065
17209,0.000859
17231,0.0008449999999999999
17239,0.0008439999999999999
17257,0.000886
17291,0.001319
17293,0.000978
17299,0.001022
17317,0.000967
17321,0.000968
17327,0.000964
17333,0.000963
17341,0.001183
17351,0.001204
17359,0.001296
17377,0.001092
17383,0.000998
17387,0.000999
17389,0.001001
17393,0.000982
17401,0.000978
17417,0.000993
17419,0.001022
17431,0.001127
17443,0.000914
17449,0.001197
17467,0.000967
17471,0.000867
17477,0.0008699999999999999
17483,0.000869
17489,0.000869
17491,0.00088
17497,0.016281999999999998
17509,0.001416
17519,0.001265
17539,0.001003
17551,0.000994
17569,0.000849
17573,0.000892
17579,0.000852
17581,0.000893
17597,0.000963
17599,0.001026
17609,0.001011
17623,0.000971
17627,0.000868
17657,0.002584
17659,0.001342
17669,0.0008060000000000001
17681,0.00081
17683,0.00101
17707,0.001014
17713,0.00124
17729,0.0008820000000000002
17737,0.001226
17747,0.000973
17749,0.000938
17761,0.000892
17783,0.0008810000000000002
17789,0.0008849999999999998
17791,0.000935
17807,0.000903
17827,0.000919
17837,0.000771
17839,0.000731
17851,0.000884
17863,0.000908
17881,0.0008869999999999998
17891,0.0008849999999999998
17903,0.000883
17909,0.0008820000000000002
17911,0.000904
17921,0.001417
17923,0.000945
17929,0.0008900000000000002
17939,0.000722
17957,0.000903
17959,0.000891
17971,0.000957
17977,0.0008869999999999998
17981,0.0008900000000000002
17987,0.000877
17989,0.001041
18013,0.001018
18041,0.0010279999999999998
18043,0.001035
18047,0.001013
18049,0.001021
18059,0.001009
18061,0.001418
18077,0.001217
18089,0.000811
18097,0.000883
18119,0.003259
18121,0.001181
18127,0.0012289999999999998
18131,0.000851
18133,0.000851
18143,0.000891
18149,0.0008939999999999998
18169,0.0008869999999999998
18181,0.0008880000000000002
18191,0.001037
18199,0.002145
18211,0.002174
18217,0.002277
18223,0.002259
18229,0.0008269999999999999
18233,0.00175
18251,0.000788
18253,0.001009
18257,0.001015
18269,0.001655
18287,0.001409
18289,0.000989
18301,0.000996
18307,0.00084
18311,0.001045
18313,0.00106
18329,0.001034
18341,0.001039
18353,0.001078
18367,0.001045
18371,0.0010539999999999998
18379,0.00114
18397,0.001154
18401,0.001153
18413,0.001084
18427,0.001107
18433,0.001047
18439,0.001262
18443,0.000822
18451,0.001256
18457,0.001266
18461,0.001244
18481,0.000955
18493,0.000746
18503,0.000848
18517,0.000929
18521,0.001072
18523,0.001395
18539,0.001057
18541,0.000833
18553,0.001325
18583,0.001153
18587,0.001071
18593,0.000786
18617,0.001143
18637,0.001002
18661,0.001136
18671,0.001118
18679,0.00106
18691,0.001056
18701,0.001062
18713,0.000997
18719,0.001381
18731,0.000996
18743,0.001073
18749,0.001035
18757,0.000902
18773,0.001349
18787,0.001209
18793,0.001139
18797,0.000893
18803,0.000942
18839,0.000797
18859,0.001075
18869,0.0016079999999999998
18899,0.001415
18911,0.00102
18913,0.001133
18917,0.0010550000000000002
18919,0.001356
18947,0.001114
18959,0.001083
18973,0.001192
18979,0.001074
19001,0.001253
19009,0.001027
19013,0.001226
19031,0.001011
19037,0.000905
19051,0.001324
19069,0.001087
19073,0.001059
19079,0.001082
19081,0.001016
19087,0.001284
19121,0.001295
19139,0.0014470000000000002
19141,0.000928
19157,0.001104
19163,0.001286
19181,0.001214
19183,0.00113
19207,0.000913
19211,0.001155
19213,0.00097
19219,0.001086
19231,0.000965
19237,0.001036
19249,0.00104
19259,0.001378
19267,0.001089
19273,0.001202
19289,0.000949
19301,0.000973
19309,0.001124
19319,0.001094
19333,0.001078
19373,0.000982
19379,0.001064
19381,0.001116
19387,0.000928
19391,0.00133
19403,0.001319
19417,0.001179
19421,0.001124
19423,0.001005
19427,0.000912
19429,0.0013310000000000002
19433,0.001318
19441,0.001154
19447,0.000911
19457,0.001317
19463,0.001126
19469,0.001101
19471,0.001283
19477,0.001382
19483,0.001311
19489,0.0011
19501,0.0010539999999999998
19507,0.001119
19531,0.001133
19541,0.001149
19543,0.001114
19553,0.00112
19559,0.001251
19571,0.001189
19577,0.001183
19583,0.00116
19597,0.001119
19603,0.001123
19609,0.0023350000000000003
19661,0.001092
19681,0.001141
19687,0.000962
19697,0.001144
19699,0.00114
19709,0.001307
19717,0.00093
19727,0.000937
19739,0.001154
19751,0.001174
19753,0.001359
19759,0.001175
19763,0.001355
19777,0.001174
19793,0.001294
19801,0.001286
19813,0.000936
19819,0.001405
19841,0.001376
19843,0.001446
19853,0.001149
19861,0.001185
19867,0.001195
19889,0.001259
19891,0.001406
19913,0.001157
19919,0.001353
19927,0.001364
19937,0.001363
19949,0.001226
19961,0.00113
19963,0.001138
19973,0.001085
19979,0.001159
19991,0.001366
19993,0.001366
19997,0.001362
20011,0.001413
20021,0.001362
20023,0.001193
20029,0.001151
20047,0.001132
20051,0.001139
20063,0.001133
20071,0.001133
20089,0.001187
20101,0.0010550000000000002
20107,0.002997
20113,0.001842
20117,0.001349
20123,0.001187
20129,0.001208
20143,0.0011710000000000002
20147,0.001396
20149,0.001163
20161,0.001113
20173,0.001309
20177,0.0010550000000000002
20183,0.00103
20201,0.001426
20219,0.001519
20231,0.001385
20233,0.001124
20249,0.001005
20261,0.001156
20269,0.001395
20287,0.001386
20297,0.00141
20323,0.001503
20327,0.001188
20333,0.000954
20341,0.000935
20347,0.001221
20353,0.001271
20357,0.0013800000000000002
20359,0.001193
20369,0.001168
20389,0.001402
20393,0.001106
20399,0.001589
20407,0.001293
20411,0.001559
20431,0.001596
20441,0.001178
20443,0.00118
20477,0.001168
20479,0.001248
20483,0.001182
20507,0.001582
20509,0.001158
20521,0.001156
20533,0.001157
20543,0.001165
20549,0.001179
20551,0.001273
20563,0.000978
20593,0.001168
20599,0.001185
20611,0.001161
20627,0.001173
20639,0.001124
20641,0.001043
20663,0.003487
20681,0.002863
20693,0.003189
20707,0.002046
20717,0.002069
20719,0.003256
20731,0.00104
20743,0.002554
20747,0.0024170000000000003
20749,0.001401
20753,0.001258
20759,0.0017239999999999998
20771,0.001166
20773,0.0011619999999999998
20789,0.001913
20807,0.001143
20809,0.001151
20849,0.001151
20857,0.001161
20873,0.002931
20879,0.001193
20887,0.001168
20897,0.000993
20899,0.001991
20903,0.001165
20921,0.001181
20929,0.001179
20939,0.001187
20947,0.001176
20959,0.001146
20963,0.00114
20981,0.001912
20983,0.001643
21001,0.001206
21011,0.001209
21013,0.001207
21017,0.001203
21019,0.001349
21023,0.001403
21031,0.001198
21059,0.000978
21061,0.001013
21067,0.001197
21089,0.001049
21101,0.001051
21107,0.001451
21121,0.0014210000000000002
21139,0.0058590000000000005
21143,0.004386
21149,0.001398
21157,0.001376
21163,0.001173
21169,0.001189
21179,0.001381
21187,0.000974
21191,0.001192
21193,0.001189
21211,0.001083
21221,0.000927
21227,0.000889
21247,0.000893
21269,0.001056
21277,0.001047
21283,0.001199
21313,0.000989
21317,0.001222
21319,0.0012109999999999998
21323,0.001265
21341,0.001093
21347,0.001051
21377,0.001045
21379,0.001048
21383,0.001052
21391,0.001386
21397,0.001434
21401,0.001234
21407,0.001199
21419,0.00111
21433,0.001067
21467,0.001358
21481,0.001749
21487,0.00118
21491,0.001397
21493,0.001442
21499,0.001425
21503,0.00143
21517,0.001184
21521,0.001385
21523,0.001063
21529,0.00117
21557,0.001231
21559,0.001227
21563,0.001219
21569,0.001224
21577,0.001702
21587,0.00103
21589,0.0012289999999999998
21599,0.00122
21601,0.001227
21611,0.0012289999999999998
21613,0.001256
21617,0.001227
21647,0.001808
21649,0.0017579999999999998
21661,0.001247
21673,0.001256
21683,0.001251
21701,0.001232
21713,0.001242
21727,0.001319
21737,0.001297
21739,0.001029
21751,0.00126
21757,0.001249
21767,0.00124
21773,0.000984
21787,0.001306
21799,0.001142
21803,0.001482
21817,0.002014
21821,0.001366
21839,0.001358
21841,0.001436
21851,0.001437
21859,0.0012109999999999998
21863,0.001584
21871,0.001433
21881,0.001435
21893,0.001419
21911,0.001707
21929,0.001664
21937,0.001252
21943,0.0012109999999999998
21961,0.001242
21977,0.001765
21991,0.001232
21997,0.00107
22003,0.001404
22013,0.001142
22027,0.001135
22031,0.001094
22037,0.00109
22039,0.001081
22051,0.001069
22063,0.001151
22067,0.001451
22073,0.001485
22079,0.001254
22091,0.00153
22093,0.001149
22109,0.001446
22111,0.001259
22123,0.001459
22129,0.001548
22133,0.001252
22147,0.001127
22153,0.001107
22157,0.001241
22159,0.001557
22171,0.001114
22189,0.001081
22193,0.00091
22229,0.001272
22247,0.00128
22259,0.001264
22271,0.001277
22273,0.001252
22277,0.001307
22279,0.001029
22283,0.001109
22291,0.00111
22303,0.001123
22307,0.0013449999999999998
22343,0.001539
22349,0.001319
22367,0.001347
22369,0.001147
22381,0.00113
22391,0.001109
22397,0.001111
22409,0.001506
22433,0.001594
22441,0.001631
22447,0.001262
22453,0.001531
22469,0.00123
22481,0.001241
22483,0.00152
22501,0.001542
22511,0.002882
22531,0.001258
22541,0.001519
22543,0.001532
22549,0.00149
22567,0.001263
22571,0.001005
22573,0.001252
22613,0.001228
22619,0.001775
22621,0.001285
22637,0.001286
22639,0.0009880000000000002
22643,0.000892
22651,0.000939
22669,0.001131
22679,0.001097
22691,0.001219
22697,0.001308
22699,0.001302
22709,0.001297
22717,0.001505
22721,0.001191
22727,0.001143
22739,0.0011619999999999998
22741,0.001674
22751,0.001323
22769,0.001178
22777,0.001193
22783,0.001296
22787,0.000989
22807,0.0010960000000000002
22811,0.001459
22817,0.001392
22853,0.001284
22859,0.001118
22861,0.002317
22871,0.001836
22877,0.001524
22901,0.0015140000000000002
22907,0.0014609999999999998
22921,0.001364
22937,0.001582
22943,0.001336
22961,0.0011619999999999998
22963,0.001732
22973,0.001738
22993,0.001375
23003,0.001144
23011,0.001131
23017,0.001127
23021,0.001139
23027,0.00123
23029,0.001062
23039,0.00151
23041,0.001531
23053,0.001584
23057,0.001594
23059,0.000975
23063,0.000924
23071,0.001531
23081,0.001513
23087,0.001137
23099,0.000915
23117,0.001074
23131,0.001154
23143,0.001157
23159,0.001135
23167,0.001775
23173,0.000965
23189,0.0010949999999999998
23197,0.00123
23201,0.001155
23203,0.001158
23209,0.001155
23227,0.001164
23251,0.000934
23269,0.001267
23279,0.001226
23291,0.001192
23293,0.001149
23297,0.001123
23311,0.00112
23321,0.001119
23327,0.001199
23333,0.001716
23339,0.001696
23357,0.001036
23369,0.001949
23371,0.001354
23399,0.001281
23417,0.0013039999999999998
23431,0.001531
23447,0.001078
23459,0.001075
23473,0.001202
23497,0.0011710000000000002
23509,0.001159
23531,0.001164
23537,0.001365
23539,0.001445
23549,0.001426
23557,0.001414
23561,0.0015949999999999998
23563,0.001375
23567,0.001366
23581,0.002166
23593,0.001575
23599,0.001239
23603,0.001391
23609,0.001251
23623,0.0012
23627,0.001419
23629,0.001189
23633,0.000921
23663,0.001168
23669,0.001196
23671,0.001197
23677,0.001159
23687,0.001158
23689,0.001885
23719,0.001793
23741,0.001385
23743,0.001254
23747,0.001164
23753,0.001158
23761,0.001856
23767,0.002298
23773,0.001245
23789,0.001123
23801,0.008145999999999999
23813,0.001315
23819,0.001355
23827,0.000982
23831,0.001389
23833,0.0014
23857,0.001386
23869,0.001593
23873,0.001936
23879,0.003802
23887,0.003965
23893,0.001574
23899,0.004237
23909,0.003043
23911,0.0041140000000000005
23917,0.001347
23929,0.001335
23957,0.001334
23971,0.001673
23977,0.001374
23981,0.001351
23993,0.001343
24001,0.001347
24007,0.002202
24019,0.001673
24023,0.001293
24029,0.001337
24043,0.00143
24049,0.001197
24061,0.001197
24071,0.001184
24077,0.002915
24083,0.001952
24091,0.001406
24097,0.001183
24103,0.001366
24107,0.001395
24109,0.001386
24113,0.001435
24121,0.00123
24133,0.001217
24137,0.00121
24151,0.001188
24169,0.001252
24179,0.00117
24181,0.001912
24197,0.001766
24203,0.001403
24223,0.001194
24229,0.001206
24239,0.0012109999999999998
24247,0.001193
24251,0.001292
24281,0.001375
24317,0.001569
24329,0.001124
24337,0.001408
24359,0.001415
24371,0.001402
24373,0.001379
24379,0.0014
24391,0.001317
24407,0.001202
24413,0.00121
24419,0.0019690000000000003
24421,0.007898
24439,0.001749
24443,0.001291
24469,0.001428
24473,0.001376
24481,0.001418
24499,0.002907
24509,0.003
24517,0.003057
24527,0.001656
24533,0.001649
24547,0.001295
24551,0.001235
24571,0.001418
24593,0.00143
24611,0.001428
24623,0.001225
24631,0.001501
24659,0.001306
24671,0.001215
24677,0.00126
24683,0.00125
24691,0.001231
24697,0.0012380000000000002
24709,0.001218
24733,0.001233
24749,0.001256
24763,0.001107
24767,0.00126
24781,0.001246
24793,0.0017170000000000002
24799,0.001233
24809,0.001383
24821,0.001415
24841,0.001731
24847,0.001525
24851,0.001228
24859,0.001251
24877,0.00123
24889,0.001218
24907,0.001219
24917,0.001349
24919,0.00125
24923,0.0015279999999999998
24943,0.001437
24953,0.001407
24967,0.001387
24971,0.001376
24977,0.001478
24979,0.00148
24989,0.001303
25013,0.001221
25031,0.001242
25033,0.001235
25037,0.001415
25057,0.001303
25073,0.00187
25087,0.001252
25097,0.001424
25111,0.001379
25117,0.001111
25121,0.001193
25127,0.001631
25147,0.001446
25153,0.001435
25163,0.001267
25169,0.001266
25171,0.001243
25183,0.001261
25189,0.001598
25219,0.001611
25229,0.001473
25237,0.0014789999999999998
25243,0.001661
25247,0.001494
25253,0.0016
25261,0.001685
25301,0.001718
25303,0.00171
25307,0.001669
25309,0.001673
25321,0.001661
25339,0.001446
25343,0.00155
25349,0.001988
25357,0.001707
25367,0.0014880000000000002
25373,0.001567
25391,0.001824
25409,0.001285
25411,0.001262
25423,0.001268
25439,0.001292
25447,0.001255
25453,0.001457
25457,0.001401
25463,0.001268
25469,0.001298
25471,0.001027
25523,0.001271
25537,0.00127
25541,0.0014609999999999998
25561,0.001148
25577,0.001274
25579,0.001365
25583,0.001266
25589,0.001255
25601,0.00126
25603,0.001876
25609,0.001808
25621,0.001063
25633,0.001303
25639,0.00128
25643,0.001284
25657,0.001275
25667,0.001392
25673,0.001603
25679,0.001603
25693,0.001457
25703,0.00128
25717,0.001284
25733,0.001275
25741,0.001365
25747,0.002021
25759,0.001102
25763,0.001286
25771,0.001286
25793,0.001273
25799,0.001884
25801,0.001311
25819,0.00333
25841,0.001558
25847,0.001175
25849,0.001239
25867,0.001284
25873,0.002749
25889,0.001834
25903,0.001295
25913,0.001286
25919,0.00145
25931,0.001307
25933,0.001324
25939,0.001886
25943,0.003122
25951,0.002323
25969,0.002014
25981,0.002886
25997,0.0016879999999999998
25999,0.001119
26003,0.001025
26017,0.001256
26021,0.001264
26029,0.001953
26041,0.001639
26053,0.001468
26083,0.001446
26099,0.001475
26107,0.00147
26111,0.0017989999999999996
