Date:  21:52, Saturday, February 08, 2020
Model name:Cantilever
Study name:Static 1(-Default-)
Plot type: Static displacement Displacement1
Result Type: URES 


Node  ,Value (mm)  ,X (mm)  ,Y (mm)  ,Z (mm)
73742  ,5.421e-01   ,-7.7778  ,6  ,16.923
73743  ,5.896e-01   ,-8.5556  ,6  ,17.692
73748  ,5.460e-01   ,-7.7778  ,6  ,16.154
73749  ,5.495e-01   ,-7.7778  ,6  ,15.385
73750  ,5.985e-01   ,-8.5556  ,6  ,16.154
73757  ,5.525e-01   ,-7.7778  ,6  ,14.615
73758  ,5.550e-01   ,-7.7778  ,6  ,13.846
73759  ,6.053e-01   ,-8.5556  ,6  ,14.615
73764  ,5.570e-01   ,-7.7778  ,6  ,13.077
73765  ,5.586e-01   ,-7.7778  ,6  ,12.308
73766  ,6.102e-01   ,-8.5556  ,6  ,13.077
73772  ,5.598e-01   ,-7.7778  ,6  ,11.538
73773  ,5.604e-01   ,-7.7778  ,6  ,10.769
73774  ,6.130e-01   ,-8.5556  ,6  ,11.538
73781  ,5.607e-01   ,-7.7778  ,6  ,10
73782  ,5.604e-01   ,-7.7778  ,6  ,9.2308
73783  ,6.140e-01   ,-8.5556  ,6  ,10
73788  ,5.598e-01   ,-7.7778  ,6  ,8.4615
73789  ,5.586e-01   ,-7.7778  ,6  ,7.6923
73790  ,6.131e-01   ,-8.5556  ,6  ,8.4615
73794  ,5.570e-01   ,-7.7778  ,6  ,6.9231
73795  ,5.550e-01   ,-7.7778  ,6  ,6.1538
73796  ,6.102e-01   ,-8.5556  ,6  ,6.9231
73800  ,5.525e-01   ,-7.7778  ,6  ,5.3846
73801  ,5.495e-01   ,-7.7778  ,6  ,4.6154
73802  ,6.053e-01   ,-8.5556  ,6  ,5.3846
73807  ,5.460e-01   ,-7.7778  ,6  ,3.8462
73808  ,5.421e-01   ,-7.7778  ,6  ,3.0769
73809  ,5.985e-01   ,-8.5556  ,6  ,3.8462
73815  ,5.377e-01   ,-7.7778  ,6  ,2.3077
73816  ,5.328e-01   ,-7.7778  ,6  ,1.5385
73817  ,5.896e-01   ,-8.5556  ,6  ,2.3077
73823  ,6.385e-01   ,-9.3333  ,6  ,18.462
73828  ,6.441e-01   ,-9.3333  ,6  ,17.692
73829  ,6.490e-01   ,-9.3333  ,6  ,16.923
73830  ,7.011e-01   ,-10.111  ,6  ,17.692
73836  ,6.534e-01   ,-9.3333  ,6  ,16.154
73837  ,6.573e-01   ,-9.3333  ,6  ,15.385
73838  ,7.109e-01   ,-10.111  ,6  ,16.154
73846  ,6.606e-01   ,-9.3333  ,6  ,14.615
73847  ,6.634e-01   ,-9.3333  ,6  ,13.846
73848  ,7.184e-01   ,-10.111  ,6  ,14.615
73854  ,6.657e-01   ,-9.3333  ,6  ,13.077
73855  ,6.675e-01   ,-9.3333  ,6  ,12.308
73856  ,7.237e-01   ,-10.111  ,6  ,13.077
73861  ,6.687e-01   ,-9.3333  ,6  ,11.538
73862  ,6.695e-01   ,-9.3333  ,6  ,10.769
73863  ,7.269e-01   ,-10.111  ,6  ,11.538
73872  ,6.698e-01   ,-9.3333  ,6  ,10
73873  ,6.695e-01   ,-9.3333  ,6  ,9.2308
73874  ,7.279e-01   ,-10.111  ,6  ,10
73880  ,6.688e-01   ,-9.3333  ,6  ,8.4615
73881  ,6.675e-01   ,-9.3333  ,6  ,7.6923
73882  ,7.269e-01   ,-10.111  ,6  ,8.4615
73888  ,6.657e-01   ,-9.3333  ,6  ,6.9231
73889  ,6.634e-01   ,-9.3333  ,6  ,6.1538
73890  ,7.237e-01   ,-10.111  ,6  ,6.9231
73896  ,6.606e-01   ,-9.3333  ,6  ,5.3846
73897  ,6.573e-01   ,-9.3333  ,6  ,4.6154
73898  ,7.184e-01   ,-10.111  ,6  ,5.3846
73903  ,6.535e-01   ,-9.3333  ,6  ,3.8462
73904  ,6.491e-01   ,-9.3333  ,6  ,3.0769
73905  ,7.110e-01   ,-10.111  ,6  ,3.8462
73911  ,6.441e-01   ,-9.3333  ,6  ,2.3077
73912  ,6.386e-01   ,-9.3333  ,6  ,1.5385
73913  ,7.012e-01   ,-10.111  ,6  ,2.3077
73919  ,7.549e-01   ,-10.889  ,6  ,18.462
73924  ,7.608e-01   ,-10.889  ,6  ,17.692
73925  ,7.662e-01   ,-10.889  ,6  ,16.923
73926  ,8.231e-01   ,-11.667  ,6  ,17.692
73930  ,7.709e-01   ,-10.889  ,6  ,16.154
73931  ,7.751e-01   ,-10.889  ,6  ,15.385
73932  ,8.335e-01   ,-11.667  ,6  ,16.154
73937  ,7.787e-01   ,-10.889  ,6  ,14.615
73938  ,7.817e-01   ,-10.889  ,6  ,13.846
73939  ,8.415e-01   ,-11.667  ,6  ,14.615
73945  ,7.842e-01   ,-10.889  ,6  ,13.077
73946  ,7.861e-01   ,-10.889  ,6  ,12.308
73947  ,8.471e-01   ,-11.667  ,6  ,13.077
73953  ,7.874e-01   ,-10.889  ,6  ,11.538
73954  ,7.883e-01   ,-10.889  ,6  ,10.769
73955  ,8.505e-01   ,-11.667  ,6  ,11.538
73961  ,7.885e-01   ,-10.889  ,6  ,10
73962  ,7.883e-01   ,-10.889  ,6  ,9.2308
73963  ,8.516e-01   ,-11.667  ,6  ,10
73970  ,7.875e-01   ,-10.889  ,6  ,8.4615
73971  ,7.861e-01   ,-10.889  ,6  ,7.6923
73972  ,8.505e-01   ,-11.667  ,6  ,8.4615
73978  ,7.842e-01   ,-10.889  ,6  ,6.9231
73979  ,7.817e-01   ,-10.889  ,6  ,6.1538
73980  ,8.471e-01   ,-11.667  ,6  ,6.9231
73985  ,7.787e-01   ,-10.889  ,6  ,5.3846
73986  ,7.751e-01   ,-10.889  ,6  ,4.6154
73987  ,8.415e-01   ,-11.667  ,6  ,5.3846
73992  ,7.710e-01   ,-10.889  ,6  ,3.8462
73993  ,7.662e-01   ,-10.889  ,6  ,3.0769
73994  ,8.336e-01   ,-11.667  ,6  ,3.8462
74000  ,7.609e-01   ,-10.889  ,6  ,2.3077
74001  ,7.549e-01   ,-10.889  ,6  ,1.5385
74002  ,8.232e-01   ,-11.667  ,6  ,2.3077
74008  ,8.817e-01   ,-12.444  ,6  ,18.462
74013  ,8.880e-01   ,-12.444  ,6  ,17.692
74014  ,8.936e-01   ,-12.444  ,6  ,16.923
74015  ,9.554e-01   ,-13.222  ,6  ,17.692
74021  ,8.986e-01   ,-12.444  ,6  ,16.154
74022  ,9.029e-01   ,-12.444  ,6  ,15.385
74023  ,9.662e-01   ,-13.222  ,6  ,16.154
74031  ,9.067e-01   ,-12.444  ,6  ,14.615
74032  ,9.099e-01   ,-12.444  ,6  ,13.846
74033  ,9.744e-01   ,-13.222  ,6  ,14.615
74038  ,9.125e-01   ,-12.444  ,6  ,13.077
74039  ,9.145e-01   ,-12.444  ,6  ,12.308
74040  ,9.803e-01   ,-13.222  ,6  ,13.077
74044  ,9.159e-01   ,-12.444  ,6  ,11.538
74045  ,9.168e-01   ,-12.444  ,6  ,10.769
74046  ,9.838e-01   ,-13.222  ,6  ,11.538
74051  ,9.171e-01   ,-12.444  ,6  ,10
74052  ,9.168e-01   ,-12.444  ,6  ,9.2308
74053  ,9.850e-01   ,-13.222  ,6  ,10
74059  ,9.159e-01   ,-12.444  ,6  ,8.4615
74060  ,9.145e-01   ,-12.444  ,6  ,7.6923
74061  ,9.838e-01   ,-13.222  ,6  ,8.4615
74066  ,9.125e-01   ,-12.444  ,6  ,6.9231
74067  ,9.099e-01   ,-12.444  ,6  ,6.1538
74068  ,9.803e-01   ,-13.222  ,6  ,6.9231
74072  ,9.068e-01   ,-12.444  ,6  ,5.3846
74073  ,9.030e-01   ,-12.444  ,6  ,4.6154
74074  ,9.745e-01   ,-13.222  ,6  ,5.3846
74079  ,8.986e-01   ,-12.444  ,6  ,3.8462
74080  ,8.937e-01   ,-12.444  ,6  ,3.0769
74081  ,9.662e-01   ,-13.222  ,6  ,3.8462
74087  ,8.880e-01   ,-12.444  ,6  ,2.3077
74088  ,8.818e-01   ,-12.444  ,6  ,1.5385
74089  ,9.555e-01   ,-13.222  ,6  ,2.3077
74095  ,1.019e+00   ,-14  ,6  ,18.462
74100  ,1.025e+00   ,-14  ,6  ,17.692
74101  ,1.031e+00   ,-14  ,6  ,16.923
74102  ,1.098e+00   ,-14.778  ,6  ,17.692
74107  ,1.036e+00   ,-14  ,6  ,16.154
74108  ,1.041e+00   ,-14  ,6  ,15.385
74109  ,1.109e+00   ,-14.778  ,6  ,16.154
74115  ,1.045e+00   ,-14  ,6  ,14.615
74116  ,1.048e+00   ,-14  ,6  ,13.846
74117  ,1.117e+00   ,-14.778  ,6  ,14.615
74123  ,1.051e+00   ,-14  ,6  ,13.077
74124  ,1.053e+00   ,-14  ,6  ,12.308
74125  ,1.123e+00   ,-14.778  ,6  ,13.077
74133  ,1.054e+00   ,-14  ,6  ,11.538
74134  ,1.055e+00   ,-14  ,6  ,10.769
74135  ,1.127e+00   ,-14.778  ,6  ,11.538
74141  ,1.055e+00   ,-14  ,6  ,10
74142  ,1.055e+00   ,-14  ,6  ,9.2308
74143  ,1.128e+00   ,-14.778  ,6  ,10
74148  ,1.054e+00   ,-14  ,6  ,8.4615
74149  ,1.053e+00   ,-14  ,6  ,7.6923
74150  ,1.127e+00   ,-14.778  ,6  ,8.4615
74155  ,1.051e+00   ,-14  ,6  ,6.9231
74156  ,1.048e+00   ,-14  ,6  ,6.1538
74157  ,1.123e+00   ,-14.778  ,6  ,6.9231
74163  ,1.045e+00   ,-14  ,6  ,5.3846
74164  ,1.041e+00   ,-14  ,6  ,4.6154
74165  ,1.117e+00   ,-14.778  ,6  ,5.3846
74170  ,1.036e+00   ,-14  ,6  ,3.8462
74171  ,1.031e+00   ,-14  ,6  ,3.0769
74172  ,1.109e+00   ,-14.778  ,6  ,3.8462
74178  ,1.025e+00   ,-14  ,6  ,2.3077
74179  ,1.019e+00   ,-14  ,6  ,1.5385
74180  ,1.098e+00   ,-14.778  ,6  ,2.3077
74186  ,1.166e+00   ,-15.556  ,6  ,18.462
74191  ,1.173e+00   ,-15.556  ,6  ,17.692
74192  ,1.179e+00   ,-15.556  ,6  ,16.923
74193  ,1.250e+00   ,-16.333  ,6  ,17.692
74198  ,1.184e+00   ,-15.556  ,6  ,16.154
74199  ,1.188e+00   ,-15.556  ,6  ,15.385
74200  ,1.261e+00   ,-16.333  ,6  ,16.154
74206  ,1.192e+00   ,-15.556  ,6  ,14.615
74207  ,1.196e+00   ,-15.556  ,6  ,13.846
74208  ,1.270e+00   ,-16.333  ,6  ,14.615
74213  ,1.198e+00   ,-15.556  ,6  ,13.077
74214  ,1.200e+00   ,-15.556  ,6  ,12.308
74215  ,1.276e+00   ,-16.333  ,6  ,13.077
74222  ,1.202e+00   ,-15.556  ,6  ,11.538
74223  ,1.203e+00   ,-15.556  ,6  ,10.769
74224  ,1.279e+00   ,-16.333  ,6  ,11.538
74229  ,1.203e+00   ,-15.556  ,6  ,10
74230  ,1.203e+00   ,-15.556  ,6  ,9.2308
74231  ,1.281e+00   ,-16.333  ,6  ,10
74237  ,1.202e+00   ,-15.556  ,6  ,8.4615
74238  ,1.200e+00   ,-15.556  ,6  ,7.6923
74239  ,1.279e+00   ,-16.333  ,6  ,8.4615
74245  ,1.198e+00   ,-15.556  ,6  ,6.9231
74246  ,1.196e+00   ,-15.556  ,6  ,6.1538
74247  ,1.276e+00   ,-16.333  ,6  ,6.9231
74252  ,1.192e+00   ,-15.556  ,6  ,5.3846
74253  ,1.188e+00   ,-15.556  ,6  ,4.6154
74254  ,1.270e+00   ,-16.333  ,6  ,5.3846
74259  ,1.184e+00   ,-15.556  ,6  ,3.8462
74260  ,1.179e+00   ,-15.556  ,6  ,3.0769
74261  ,1.261e+00   ,-16.333  ,6  ,3.8462
74267  ,1.173e+00   ,-15.556  ,6  ,2.3077
74268  ,1.166e+00   ,-15.556  ,6  ,1.5385
74269  ,1.250e+00   ,-16.333  ,6  ,2.3077
74275  ,1.323e+00   ,-17.111  ,6  ,18.462
74280  ,1.330e+00   ,-17.111  ,6  ,17.692
74281  ,1.336e+00   ,-17.111  ,6  ,16.923
74282  ,1.412e+00   ,-17.889  ,6  ,17.692
74287  ,1.341e+00   ,-17.111  ,6  ,16.154
74288  ,1.346e+00   ,-17.111  ,6  ,15.385
74289  ,1.423e+00   ,-17.889  ,6  ,16.154
74295  ,1.350e+00   ,-17.111  ,6  ,14.615
74296  ,1.353e+00   ,-17.111  ,6  ,13.846
74297  ,1.432e+00   ,-17.889  ,6  ,14.615
74305  ,1.356e+00   ,-17.111  ,6  ,13.077
74306  ,1.358e+00   ,-17.111  ,6  ,12.308
74307  ,1.438e+00   ,-17.889  ,6  ,13.077
74313  ,1.359e+00   ,-17.111  ,6  ,11.538
74314  ,1.360e+00   ,-17.111  ,6  ,10.769
74315  ,1.441e+00   ,-17.889  ,6  ,11.538
74320  ,1.361e+00   ,-17.111  ,6  ,10
74321  ,1.360e+00   ,-17.111  ,6  ,9.2308
74322  ,1.443e+00   ,-17.889  ,6  ,10
74327  ,1.359e+00   ,-17.111  ,6  ,8.4615
74328  ,1.358e+00   ,-17.111  ,6  ,7.6923
74329  ,1.441e+00   ,-17.889  ,6  ,8.4615
74335  ,1.356e+00   ,-17.111  ,6  ,6.9231
74336  ,1.353e+00   ,-17.111  ,6  ,6.1538
74337  ,1.438e+00   ,-17.889  ,6  ,6.9231
74342  ,1.350e+00   ,-17.111  ,6  ,5.3846
74343  ,1.346e+00   ,-17.111  ,6  ,4.6154
74344  ,1.432e+00   ,-17.889  ,6  ,5.3846
74349  ,1.341e+00   ,-17.111  ,6  ,3.8462
74350  ,1.336e+00   ,-17.111  ,6  ,3.0769
74351  ,1.423e+00   ,-17.889  ,6  ,3.8462
74357  ,1.330e+00   ,-17.111  ,6  ,2.3077
74358  ,1.323e+00   ,-17.111  ,6  ,1.5385
74359  ,1.412e+00   ,-17.889  ,6  ,2.3077
74365  ,1.490e+00   ,-18.667  ,6  ,18.462
74370  ,1.496e+00   ,-18.667  ,6  ,17.692
74371  ,1.502e+00   ,-18.667  ,6  ,16.923
74372  ,1.583e+00   ,-19.444  ,6  ,17.692
74377  ,1.508e+00   ,-18.667  ,6  ,16.154
74378  ,1.512e+00   ,-18.667  ,6  ,15.385
74379  ,1.594e+00   ,-19.444  ,6  ,16.154
74385  ,1.516e+00   ,-18.667  ,6  ,14.615
74386  ,1.520e+00   ,-18.667  ,6  ,13.846
74387  ,1.603e+00   ,-19.444  ,6  ,14.615
74393  ,1.522e+00   ,-18.667  ,6  ,13.077
74394  ,1.524e+00   ,-18.667  ,6  ,12.308
74395  ,1.609e+00   ,-19.444  ,6  ,13.077
74400  ,1.526e+00   ,-18.667  ,6  ,11.538
74401  ,1.527e+00   ,-18.667  ,6  ,10.769
74402  ,1.613e+00   ,-19.444  ,6  ,11.538
74407  ,1.527e+00   ,-18.667  ,6  ,10
74408  ,1.527e+00   ,-18.667  ,6  ,9.2308
74409  ,1.614e+00   ,-19.444  ,6  ,10
74414  ,1.526e+00   ,-18.667  ,6  ,8.4615
74415  ,1.524e+00   ,-18.667  ,6  ,7.6923
74416  ,1.613e+00   ,-19.444  ,6  ,8.4615
74422  ,1.522e+00   ,-18.667  ,6  ,6.9231
74423  ,1.520e+00   ,-18.667  ,6  ,6.1538
74424  ,1.609e+00   ,-19.444  ,6  ,6.9231
74429  ,1.516e+00   ,-18.667  ,6  ,5.3846
74430  ,1.512e+00   ,-18.667  ,6  ,4.6154
74431  ,1.603e+00   ,-19.444  ,6  ,5.3846
74436  ,1.508e+00   ,-18.667  ,6  ,3.8462
74437  ,1.502e+00   ,-18.667  ,6  ,3.0769
74438  ,1.595e+00   ,-19.444  ,6  ,3.8462
74444  ,1.497e+00   ,-18.667  ,6  ,2.3077
74445  ,1.490e+00   ,-18.667  ,6  ,1.5385
74446  ,1.583e+00   ,-19.444  ,6  ,2.3077
74452  ,1.666e+00   ,-20.222  ,6  ,18.462
74457  ,1.672e+00   ,-20.222  ,6  ,17.692
74458  ,1.678e+00   ,-20.222  ,6  ,16.923
74459  ,1.764e+00   ,-21  ,6  ,17.692
74464  ,1.684e+00   ,-20.222  ,6  ,16.154
74465  ,1.688e+00   ,-20.222  ,6  ,15.385
74466  ,1.775e+00   ,-21  ,6  ,16.154
74472  ,1.692e+00   ,-20.222  ,6  ,14.615
74473  ,1.695e+00   ,-20.222  ,6  ,13.846
74474  ,1.783e+00   ,-21  ,6  ,14.615
74480  ,1.698e+00   ,-20.222  ,6  ,13.077
74481  ,1.700e+00   ,-20.222  ,6  ,12.308
74482  ,1.789e+00   ,-21  ,6  ,13.077
74489  ,1.702e+00   ,-20.222  ,6  ,11.538
74490  ,1.703e+00   ,-20.222  ,6  ,10.769
74491  ,1.793e+00   ,-21  ,6  ,11.538
74501  ,1.703e+00   ,-20.222  ,6  ,10
74502  ,1.703e+00   ,-20.222  ,6  ,9.2308
74503  ,1.794e+00   ,-21  ,6  ,10
74508  ,1.702e+00   ,-20.222  ,6  ,8.4615
74509  ,1.700e+00   ,-20.222  ,6  ,7.6923
74510  ,1.793e+00   ,-21  ,6  ,8.4615
74517  ,1.698e+00   ,-20.222  ,6  ,6.9231
74518  ,1.695e+00   ,-20.222  ,6  ,6.1538
74519  ,1.789e+00   ,-21  ,6  ,6.9231
74524  ,1.692e+00   ,-20.222  ,6  ,5.3846
74525  ,1.688e+00   ,-20.222  ,6  ,4.6154
74526  ,1.783e+00   ,-21  ,6  ,5.3846
74531  ,1.684e+00   ,-20.222  ,6  ,3.8462
74532  ,1.678e+00   ,-20.222  ,6  ,3.0769
74533  ,1.775e+00   ,-21  ,6  ,3.8462
74539  ,1.673e+00   ,-20.222  ,6  ,2.3077
74540  ,1.666e+00   ,-20.222  ,6  ,1.5385
74541  ,1.764e+00   ,-21  ,6  ,2.3077
74546  ,1.851e+00   ,-21.778  ,6  ,18.462
74551  ,1.857e+00   ,-21.778  ,6  ,17.692
74552  ,1.863e+00   ,-21.778  ,6  ,16.923
74553  ,1.953e+00   ,-22.556  ,6  ,17.692
74557  ,1.868e+00   ,-21.778  ,6  ,16.154
74558  ,1.873e+00   ,-21.778  ,6  ,15.385
74559  ,1.964e+00   ,-22.556  ,6  ,16.154
74563  ,1.877e+00   ,-21.778  ,6  ,14.615
74564  ,1.880e+00   ,-21.778  ,6  ,13.846
74565  ,1.972e+00   ,-22.556  ,6  ,14.615
74570  ,1.883e+00   ,-21.778  ,6  ,13.077
74571  ,1.885e+00   ,-21.778  ,6  ,12.308
74572  ,1.978e+00   ,-22.556  ,6  ,13.077
74576  ,1.886e+00   ,-21.778  ,6  ,11.538
74577  ,1.887e+00   ,-21.778  ,6  ,10.769
74578  ,1.982e+00   ,-22.556  ,6  ,11.538
74584  ,1.888e+00   ,-21.778  ,6  ,10
74585  ,1.887e+00   ,-21.778  ,6  ,9.2308
74586  ,1.983e+00   ,-22.556  ,6  ,10
74591  ,1.886e+00   ,-21.778  ,6  ,8.4615
74592  ,1.885e+00   ,-21.778  ,6  ,7.6923
74593  ,1.982e+00   ,-22.556  ,6  ,8.4615
74600  ,1.883e+00   ,-21.778  ,6  ,6.9231
74601  ,1.880e+00   ,-21.778  ,6  ,6.1538
74602  ,1.978e+00   ,-22.556  ,6  ,6.9231
74607  ,1.877e+00   ,-21.778  ,6  ,5.3846
74608  ,1.873e+00   ,-21.778  ,6  ,4.6154
74609  ,1.973e+00   ,-22.556  ,6  ,5.3846
74615  ,1.869e+00   ,-21.778  ,6  ,3.8462
74616  ,1.863e+00   ,-21.778  ,6  ,3.0769
74617  ,1.964e+00   ,-22.556  ,6  ,3.8462
74624  ,1.858e+00   ,-21.778  ,6  ,2.3077
74625  ,1.851e+00   ,-21.778  ,6  ,1.5385
74626  ,1.953e+00   ,-22.556  ,6  ,2.3077
74631  ,2.045e+00   ,-23.333  ,6  ,18.462
74636  ,2.051e+00   ,-23.333  ,6  ,17.692
74637  ,2.057e+00   ,-23.333  ,6  ,16.923
74638  ,2.151e+00   ,-24.111  ,6  ,17.692
74644  ,2.062e+00   ,-23.333  ,6  ,16.154
74645  ,2.066e+00   ,-23.333  ,6  ,15.385
74646  ,2.162e+00   ,-24.111  ,6  ,16.154
74653  ,2.070e+00   ,-23.333  ,6  ,14.615
74654  ,2.074e+00   ,-23.333  ,6  ,13.846
74655  ,2.170e+00   ,-24.111  ,6  ,14.615
74662  ,2.076e+00   ,-23.333  ,6  ,13.077
74663  ,2.078e+00   ,-23.333  ,6  ,12.308
74664  ,2.176e+00   ,-24.111  ,6  ,13.077
74669  ,2.080e+00   ,-23.333  ,6  ,11.538
74670  ,2.081e+00   ,-23.333  ,6  ,10.769
74671  ,2.180e+00   ,-24.111  ,6  ,11.538
74677  ,2.081e+00   ,-23.333  ,6  ,10
74678  ,2.081e+00   ,-23.333  ,6  ,9.2308
74679  ,2.181e+00   ,-24.111  ,6  ,10
74685  ,2.080e+00   ,-23.333  ,6  ,8.4615
74686  ,2.078e+00   ,-23.333  ,6  ,7.6923
74687  ,2.180e+00   ,-24.111  ,6  ,8.4615
74694  ,2.076e+00   ,-23.333  ,6  ,6.9231
74695  ,2.074e+00   ,-23.333  ,6  ,6.1538
74696  ,2.176e+00   ,-24.111  ,6  ,6.9231
74701  ,2.070e+00   ,-23.333  ,6  ,5.3846
74702  ,2.067e+00   ,-23.333  ,6  ,4.6154
74703  ,2.170e+00   ,-24.111  ,6  ,5.3846
74708  ,2.062e+00   ,-23.333  ,6  ,3.8462
74709  ,2.057e+00   ,-23.333  ,6  ,3.0769
74710  ,2.162e+00   ,-24.111  ,6  ,3.8462
74716  ,2.051e+00   ,-23.333  ,6  ,2.3077
74717  ,2.045e+00   ,-23.333  ,6  ,1.5385
74718  ,2.151e+00   ,-24.111  ,6  ,2.3077
74724  ,2.247e+00   ,-24.889  ,6  ,18.462
74729  ,2.254e+00   ,-24.889  ,6  ,17.692
74730  ,2.259e+00   ,-24.889  ,6  ,16.923
74731  ,2.358e+00   ,-25.667  ,6  ,17.692
74736  ,2.264e+00   ,-24.889  ,6  ,16.154
74737  ,2.268e+00   ,-24.889  ,6  ,15.385
74738  ,2.368e+00   ,-25.667  ,6  ,16.154
74745  ,2.272e+00   ,-24.889  ,6  ,14.615
74746  ,2.275e+00   ,-24.889  ,6  ,13.846
74747  ,2.376e+00   ,-25.667  ,6  ,14.615
74752  ,2.278e+00   ,-24.889  ,6  ,13.077
74753  ,2.280e+00   ,-24.889  ,6  ,12.308
74754  ,2.382e+00   ,-25.667  ,6  ,13.077
74759  ,2.281e+00   ,-24.889  ,6  ,11.538
74760  ,2.282e+00   ,-24.889  ,6  ,10.769
74761  ,2.385e+00   ,-25.667  ,6  ,11.538
74766  ,2.283e+00   ,-24.889  ,6  ,10
74767  ,2.282e+00   ,-24.889  ,6  ,9.2308
74768  ,2.387e+00   ,-25.667  ,6  ,10
74773  ,2.281e+00   ,-24.889  ,6  ,8.4615
74774  ,2.280e+00   ,-24.889  ,6  ,7.6923
74775  ,2.385e+00   ,-25.667  ,6  ,8.4615
74781  ,2.278e+00   ,-24.889  ,6  ,6.9231
74782  ,2.275e+00   ,-24.889  ,6  ,6.1538
74783  ,2.382e+00   ,-25.667  ,6  ,6.9231
74788  ,2.272e+00   ,-24.889  ,6  ,5.3846
74789  ,2.269e+00   ,-24.889  ,6  ,4.6154
74790  ,2.376e+00   ,-25.667  ,6  ,5.3846
74795  ,2.264e+00   ,-24.889  ,6  ,3.8462
74796  ,2.259e+00   ,-24.889  ,6  ,3.0769
74797  ,2.368e+00   ,-25.667  ,6  ,3.8462
74803  ,2.254e+00   ,-24.889  ,6  ,2.3077
74804  ,2.247e+00   ,-24.889  ,6  ,1.5385
74805  ,2.358e+00   ,-25.667  ,6  ,2.3077
74811  ,2.458e+00   ,-26.444  ,6  ,18.462
74816  ,2.464e+00   ,-26.444  ,6  ,17.692
74817  ,2.470e+00   ,-26.444  ,6  ,16.923
74818  ,2.572e+00   ,-27.222  ,6  ,17.692
74823  ,2.474e+00   ,-26.444  ,6  ,16.154
74824  ,2.479e+00   ,-26.444  ,6  ,15.385
74825  ,2.582e+00   ,-27.222  ,6  ,16.154
74832  ,2.482e+00   ,-26.444  ,6  ,14.615
74833  ,2.485e+00   ,-26.444  ,6  ,13.846
74834  ,2.590e+00   ,-27.222  ,6  ,14.615
74840  ,2.488e+00   ,-26.444  ,6  ,13.077
74841  ,2.490e+00   ,-26.444  ,6  ,12.308
74842  ,2.596e+00   ,-27.222  ,6  ,13.077
74849  ,2.491e+00   ,-26.444  ,6  ,11.538
74850  ,2.492e+00   ,-26.444  ,6  ,10.769
74851  ,2.599e+00   ,-27.222  ,6  ,11.538
74857  ,2.492e+00   ,-26.444  ,6  ,10
74858  ,2.492e+00   ,-26.444  ,6  ,9.2308
74859  ,2.600e+00   ,-27.222  ,6  ,10
74865  ,2.491e+00   ,-26.444  ,6  ,8.4615
74866  ,2.490e+00   ,-26.444  ,6  ,7.6923
74867  ,2.599e+00   ,-27.222  ,6  ,8.4615
74875  ,2.488e+00   ,-26.444  ,6  ,6.9231
74876  ,2.485e+00   ,-26.444  ,6  ,6.1538
74877  ,2.596e+00   ,-27.222  ,6  ,6.9231
74882  ,2.482e+00   ,-26.444  ,6  ,5.3846
74883  ,2.479e+00   ,-26.444  ,6  ,4.6154
74884  ,2.590e+00   ,-27.222  ,6  ,5.3846
74889  ,2.475e+00   ,-26.444  ,6  ,3.8462
74890  ,2.470e+00   ,-26.444  ,6  ,3.0769
74891  ,2.583e+00   ,-27.222  ,6  ,3.8462
74897  ,2.464e+00   ,-26.444  ,6  ,2.3077
74898  ,2.458e+00   ,-26.444  ,6  ,1.5385
74899  ,2.572e+00   ,-27.222  ,6  ,2.3077
74905  ,2.677e+00   ,-28  ,6  ,18.462
74910  ,2.683e+00   ,-28  ,6  ,17.692
74911  ,2.688e+00   ,-28  ,6  ,16.923
74912  ,2.795e+00   ,-28.778  ,6  ,17.692
74917  ,2.693e+00   ,-28  ,6  ,16.154
74918  ,2.697e+00   ,-28  ,6  ,15.385
74919  ,2.805e+00   ,-28.778  ,6  ,16.154
74928  ,2.700e+00   ,-28  ,6  ,14.615
74929  ,2.703e+00   ,-28  ,6  ,13.846
74930  ,2.812e+00   ,-28.778  ,6  ,14.615
74936  ,2.706e+00   ,-28  ,6  ,13.077
74937  ,2.708e+00   ,-28  ,6  ,12.308
74938  ,2.818e+00   ,-28.778  ,6  ,13.077
74943  ,2.709e+00   ,-28  ,6  ,11.538
74944  ,2.710e+00   ,-28  ,6  ,10.769
74945  ,2.821e+00   ,-28.778  ,6  ,11.538
74950  ,2.710e+00   ,-28  ,6  ,10
74951  ,2.710e+00   ,-28  ,6  ,9.2308
74952  ,2.822e+00   ,-28.778  ,6  ,10
74957  ,2.709e+00   ,-28  ,6  ,8.4615
74958  ,2.708e+00   ,-28  ,6  ,7.6923
74959  ,2.821e+00   ,-28.778  ,6  ,8.4615
74966  ,2.706e+00   ,-28  ,6  ,6.9231
74967  ,2.703e+00   ,-28  ,6  ,6.1538
74968  ,2.818e+00   ,-28.778  ,6  ,6.9231
74973  ,2.700e+00   ,-28  ,6  ,5.3846
74974  ,2.697e+00   ,-28  ,6  ,4.6154
74975  ,2.812e+00   ,-28.778  ,6  ,5.3846
74980  ,2.693e+00   ,-28  ,6  ,3.8462
74981  ,2.688e+00   ,-28  ,6  ,3.0769
74982  ,2.805e+00   ,-28.778  ,6  ,3.8462
74988  ,2.683e+00   ,-28  ,6  ,2.3077
74989  ,2.677e+00   ,-28  ,6  ,1.5385
74990  ,2.795e+00   ,-28.778  ,6  ,2.3077
74996  ,2.903e+00   ,-29.556  ,6  ,18.462
